headline,text,outlet,resp_direction,sci_direction,resp_net_score,sci_net_score,manual_resp_code,manual_sci_code
UK bulk buys hydroxychloroquine as potential Covid-19 treatment,"UK bulk buys hydroxychloroquine as potential Covid-19 treatment <p>Drug taken by Trump being acquired in case it proves effective against coronavirus<br></p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,negative,0.0,-0.0344827586206896,,
Trump tweets that Biden 'won' – but repeats baseless vote fraud claim,"Trump tweets that Biden 'won' – but repeats baseless vote fraud claim <p>The Democrat scored a 306-232 electoral college victory but president writes ‘he won because the election was rigged’</p><ul><li><a href=""https://www.theguardian.com/us-news/live/2020/nov/15/donald-trump-fox-news-election-joe-biden-covid-maga-march-live-news"">US politics – live coverage</a></li></ul>",Guardian,absent,negative,0.0,-0.0303030303030303,,
Hillary Clinton to say at DNC: 'Vote like our lives and livelihoods are on the line' – as it happened,"Hillary Clinton to say at DNC: 'Vote like our lives and livelihoods are on the line' – as it happened <ul><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/19/donald-trump-coronavirus-covid-19-barack-obama-joe-biden-kamala-harris-dnc-democratic-national-convention-live-updates?page=with:block-5f3d8ba28f089b3b72ad0226#block-5f3d8ba28f089b3b72ad0226"">2016 presidential nominee does not mince words about former rival</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/19/donald-trump-coronavirus-covid-19-barack-obama-joe-biden-kamala-harris-dnc-democratic-national-convention-live-updates?page=with:block-5f3d6d5f8f0863d6ba039d5c#block-5f3d6d5f8f0863d6ba039d5c"">Pelosi: postmaster general Louis DeJoys will not reverse USPS changes</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/19/donald-trump-coronavirus-covid-19-barack-obama-joe-biden-kamala-harris-dnc-democratic-national-convention-live-updates?page=with:block-5f3cf0938f089b3b72acfa20#block-5f3cf0938f089b3b72acfa20"">Obama expected to denounce Trump’s ‘cynical moves’ on mail-in voting</a><br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/18/democratic-convention-joe-biden-dnc-2020-second-night"">Democrats formally nominate Biden for president</a><br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/19/alexandria-ocasio-cortez-accuses-nbc-spreading-misinformation-dnc-speech"">Ocasio-Cortez accuses NBC of spreading misinformation after speech</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",Guardian,absent,negative,0.0,-0.0140845070422535,,
‘Please don’t inject bleach’: Trump’s wild coronavirus claims prompt disbelief,"‘Please don’t inject bleach’: Trump’s wild coronavirus claims prompt disbelief <p>During Thursday’s coronavirus briefing the president floated the idea of ‘an injection inside’ – and medical doctors were quick to denounce it</p><ul><li><a href=""https://www.theguardian.com/us-news/series/us-politics-live/latest"">Coronavirus – live US updates</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Live global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,negative,0.0,-0.0434782608695652,,
Coronavirus: medical experts denounce Trump's theory of 'disinfectant injection',"Coronavirus: medical experts denounce Trump's theory of 'disinfectant injection' <p>Doctors warn US president’s musings on disinfectant as a cure for coronavirus could lead to death</p><ul><li><a href=""https://www.theguardian.com/us-news/series/us-politics-live/latest"">Coronavirus – latest US updates</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">C</a><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">oronavirus – latest global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,negative,0.0,-0.025,,
'It's an exhausting story': Jonathan Karl on his up-close view of Trump,"'It's an exhausting story': Jonathan Karl on his up-close view of Trump <p>ABC’s chief White House correspondent on his new book Front Row at the Trump Show, fake news, coronavirus and why the Trump presidency is a matter of life and death</p>",Guardian,absent,negative,0.0,-0.0232558139534883,,
How Trump and Bolsonaro Broke Latin America’s Covid-19 Defenses,"How Trump and Bolsonaro Broke Latin America’s Covid-19 Defenses The two presidents drove out 10,000 Cuban doctors and nurses. They defunded the region’s leading health agency. They wrongly pushed hydroxychloroquine as a cure.",NYT,absent,negative,0.0,-0.0277777777777777,,
Revealed: leader of group peddling bleach as coronavirus 'cure' wrote to Trump this week,"Revealed: leader of group peddling bleach as coronavirus 'cure' wrote to Trump this week <p>Mark Grenon wrote to Trump saying chlorine dioxide ‘can rid the body of Covid-19’ days before the president promoted disinfectant as treatment</p><ul><li><a href=""https://www.theguardian.com/us-news/series/us-politics-live/latest"">Coronavirus – latest US updates</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">C</a><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">oronavirus – latest global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,negative,0.0,-0.04,,
Trump touts hydroxychloroquine as a cure for Covid-19. Don't believe the hype,"Trump touts hydroxychloroquine as a cure for Covid-19. Don't believe the hype <p>The anti-malaria drug could be ‘one of the biggest game-changers’, Trump claimed, but there is no magic cure</p><ul><li><a href=""https://www.theguardian.com/us-news/series/us-politics-live/latest"">Coronavirus – live US updates</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Live global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,negative,0.0,-0.0238095238095238,,
Twitter limits Donald Trump Jr's account for posting Covid-19 misinformation,Twitter limits Donald Trump Jr's account for posting Covid-19 misinformation <p>President’s son had shared a viral video published by Breitbart that contained false claims about hydroxychloroquine</p>,Guardian,absent,negative,0.0,-0.1111111111111111,,
Trump doesn’t seem to understand how voting works. Here’s what you need to know,"Trump doesn’t seem to understand how voting works. Here’s what you need to know <p>With Covid-19 and Trump’s false claims of voter fraud, this year’s election is especially fraught. So here’s our guide to help you through</p>",Guardian,absent,negative,0.0,-0.0238095238095238,,
Trump says he’s taking hydroxychloroquine against Covid-19 despite FDA warnings,"Trump says he’s taking hydroxychloroquine against Covid-19 despite FDA warnings <p>President says he’s been taking drug for ‘a couple of weeks’ but FDA has issued repeated warning about the dangers of the drug</p><ul><li><a href=""https://www.theguardian.com/us-news/series/us-politics-live/latest"">Coronavirus – live US updates</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Live global updates</a></li><li><a href=""https://www.theguardian.com/world/2020/apr/22/hydroxychloroquine-coronavirus-scientific-studies-research"">Hydroxychloroquine: a guide to the scientific studies so far</a></li><li><a href=""https://www.theguardian.com/news/audio/2020/apr/16/hydroxychloroquine-how-did-an-unproven-drug-become-trumps-miracle-cure"">Podcast: the story behind Trump’s ‘miracle’ drug hydroxychloroquine</a></li></ul>",Guardian,absent,negative,0.0,-0.0166666666666666,,
'Spectacular': Trump praises doctor who dismissed face masks after viral video,'Spectacular': Trump praises doctor who dismissed face masks after viral video <p>Clip claiming benefits of hydroxychloroquine for coronavirus was removed by social media companies over false information</p>,Guardian,absent,negative,0.0,-0.074074074074074,,
Deborah Birx warns Covid-19 now 'extraordinarily widespread' in US – as it happened,"Deborah Birx warns Covid-19 now 'extraordinarily widespread' in US – as it happened <ul><li>Birx says virus has taken a hold over large parts of the US</li><li>GOP reportedly to ban media from Republican national convention </li><li><a href=""https://www.theguardian.com/us-news/2020/aug/02/william-barr-attorney-general-trump-washington"">Is US attorney general William Barr a danger to democracy?</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/02/qanon-conspiracy-theory-republican-party-candidates"">QAnon is finding a home in the Republican party</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",Guardian,absent,positive,0.0,0.0166666666666666,,
First Thing: July was the worst month of the pandemic so far in the US,"First Thing: July was the worst month of the pandemic so far in the US <p>Nancy Pelosi said she had no confidence in Trump’s top Covid-19 scientist, Dr Deborah Birx, as US cases approach 5m. Plus: how Beyoncé became one of our most significant film-makers</p><ul><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a></li></ul>",Guardian,absent,positive,0.0,0.0172413793103448,,
Coronavirus news on Saturday: Beijing back into partial lockdown as new cluster emerges,"Coronavirus news on Saturday: Beijing back into partial lockdown as new cluster emerges <p>Anthony Fauci calls Trump rallies a danger to health; Australia’s chief medical officers warns against BLM rallies – as it happened</p><ul><li><a href=""https://www.theguardian.com/politics/2020/jun/12/chief-nurse-dropped-from-no-10-briefing-for-not-backing-cummings"">Chief nurse dropped from No 10 briefing ‘for not backing Cummings</a></li><li><a href=""https://www.theguardian.com/world/2020/jun/12/brazil-coronavirus-death-toll-second-highest"">Brazil overtakes UK with world’s second-highest Covid-19 death toll</a></li><li><a href=""https://www.theguardian.com/world/2020/jun/12/india-coronavirus-agony-i-did-everything-to-save-my-wife-and-baby"">India’s agony: ‘I did everything to save my wife and baby’</a></li></ul>",Guardian,negative,positive,-0.0298507462686567,0.0149253731343283,,
"Birx warns US entering ‘deadly phase’ of Covid, contradicting Trump’s message","Birx warns US entering ‘deadly phase’ of Covid, contradicting Trump’s message <p>Deborah Birx says ‘we are entering the most concerning and most deadly phase’ as Trump claims US is ‘rounding the corner’</p>",Guardian,absent,positive,0.0,0.0303030303030303,,
Biden says US's 5m Covid cases 'breaks the heart' and hits out at Trump's 'lies and excuses' – as it happened,"Biden says US's 5m Covid cases 'breaks the heart' and hits out at Trump's 'lies and excuses' – as it happened <ul><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/09/donald-trump-coronavirus-relief-bill-us-approaches-5m-covid-19-cases-live-news-latest-updates?page=with:block-5f3002aa8f0803fbf9403be1#block-5f3002aa8f0803fbf9403be1"">America leads the world by quite some way in cases of the deadly virus</a></li><li><a href=""https://www.theguardian.com/world/2020/aug/09/covid-19-us-midwest-masks-missouri-iowa"">‘</a><a href=""https://www.theguardian.com/world/2020/aug/09/covid-19-us-midwest-masks-missouri-iowa"">This is unstoppable’: midwest braces for a Covid-19 surge</a></li><li><a href=""https://www.theguardian.com/world/2020/aug/09/dr-deborah-birx-coronavirus-trump"">Dr Deborah Birx: voice of scientific reason or apologist for Trump?</a></li><li> <a href=""https://www.theguardian.com/us-news/2020/aug/08/trump-signs-orders-for-coronavirus-relief-with-lower-level-of-extra-aid-for-jobless"">Trump signs order for coronavirus relief</a><br></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",Guardian,absent,positive,0.0,0.0149253731343283,,
Trump aide Mnuchin: US does not face recession though shutdowns mount,"Trump aide Mnuchin: US does not face recession though shutdowns mount <ul><li>Treasury secretary Mnuchin: coronavirus is ‘unique situation’</li><li>Dr Anthony Fauci: ‘Life is not going to be the way it used to be’</li><li><a href=""https://www.theguardian.com/world/2020/mar/14/coronavirus-us-testing-donald-trump"">Trump’s testing failures pave way to disaster, experts say</a></li><li><a href=""https://www.theguardian.com/world/live/2020/mar/15/coronavirus-latest-updates-trump-tests-negative-as-spain-orders-nationwide-lockdown-uk-us-australia-italy-europe-global-economy"">Coronavirus outbreak – live updates</a></li></ul>",Guardian,negative,positive,-0.0212765957446808,0.0212765957446808,,
These self-appointed coronavirus experts really need to pipe down,"These self-appointed coronavirus experts really need to pipe down Donald Trump, Nigel Farage and the Twitterati should leave the public announcements to the epidemiologists",Guardian,absent,positive,0.0,0.0416666666666666,,
US records highest daily coronavirus case total since July,"US records highest daily coronavirus case total since July <ul><li>68,000 new cases on Friday amid Covid-19 resurgence</li><li>Dr Fauci warns of danger of ‘high community infection baseline’</li><li><a href=""https://www.theguardian.com/us-news/2020/oct/17/trump-wisconsin-rally-election"">Trump to hold Wisconsin rally despite public gathering warning</a></li></ul>",Guardian,absent,positive,0.0,0.027027027027027,,
Trump insists October vaccine possible despite CDC director's caution – as it happened,"Trump insists October vaccine possible despite CDC director's caution – as it happened <ul><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/16/donald-trump-joe-biden-coronavirus-covid-19-masks-hurricane-sally-west-coast-wildfires-us-politics-live?page=with:block-5f6284fd8f0867352829d16a#block-5f6284fd8f0867352829d16a"">President says at briefing: ‘I’m just telling you we’re ready to go’</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/16/donald-trump-joe-biden-coronavirus-covid-19-masks-hurricane-sally-west-coast-wildfires-us-politics-live?page=with:block-5f62377b8f080a32d0c92996#block-5f62377b8f080a32d0c92996"">CDC: vaccine will not be widely available until mid- to late 2021</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/sep/16/donald-trump-joe-biden-coronavirus-covid-19-masks-hurricane-sally-west-coast-wildfires-us-politics-live?page=with:block-5f6248248f080a32d0c92a85#block-5f6248248f080a32d0c92a85"">HHS spokesperson taking leave of absence amid controversy</a></li><li>Sign up for our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",Guardian,absent,positive,0.0,0.0188679245283018,,
Dr Deborah Birx: voice of scientific reason or apologist for Trump?,Dr Deborah Birx: voice of scientific reason or apologist for Trump? <p>The coordinator of the White House coronavirus taskforce built her reputation fighting Aids but is she compromising it by indulging the president’s whims?</p>,Guardian,absent,positive,0.0,0.0285714285714285,,
Coronavirus US: FDA approves experimental drug remdesivir for emergency use – as it happened,"Coronavirus US: FDA approves experimental drug remdesivir for emergency use – as it happened <ul><li>Approval comes days after Dr Anthony Fauci expressed cautious optimism about results of drug trial</li><li>New York schools to remain closed for rest of academic year<br></li><li><a href=""https://www.theguardian.com/us-news/2020/may/01/trump-michigan-protesters-gretchen-whitmer"">Trump says Whitmer should ‘make a deal’ with protesters</a></li><li><a href=""https://www.theguardian.com/world/live/2020/may/01/coronavirus-live-news-uk-is-past-the-peak-as-trump-claims-evidence-virus-started-in-wuhan-lab"">Coronavirus – global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a><br></li><li>Get a fresh perspective on America – sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",Guardian,absent,positive,0.0,0.0144927536231884,,
Pelosi accuses Trump of costing US lives with coronavirus denials and delays,"Pelosi accuses Trump of costing US lives with coronavirus denials and delays <p>House speaker criticizes president on CNN while Dr Anthony Fauci says as many as 200,000 Americans may die</p><ul><li><a href=""https://www.theguardian.com/us-news/series/us-politics-live/latest"">Coronavirus – live US updates</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Live global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,positive,0.0,0.0232558139534883,,
"Trump health official says ‘biology independent of politics’ as US nears 200,000 Covid deaths","Trump health official says ‘biology independent of politics’ as US nears 200,000 Covid deaths <p>Coronavirus taskforce member says both Trump and CDC director were correct in their contradictory statements about a vaccine</p>",Guardian,absent,positive,0.0,0.0303030303030303,,
Nancy Pelosi says she has no confidence in Deborah Birx over handling of pandemic,"Nancy Pelosi says she has no confidence in Deborah Birx over handling of pandemic <p>Senior scientist on taskforce defends administration but warns that widespread infections mark a ‘new phase’ for US</p><ul><li><a href=""https://membership.theguardian.com/event/the-fight-to-vote-in-conversation-with-eric-holder-114295208044?INTCMP=gdnwb_editorial_editorial_live_Holder_Event_US__liveblog"">Join us for an online event with Eric Holder to discuss voter suppression in the 2020 election, Thursday at 5pm ET. Register now</a></li></ul>",Guardian,absent,positive,0.0,0.0185185185185185,,
Donald Trump attacks Anthony Fauci over wary assessment of NFL season,"Donald Trump attacks Anthony Fauci over wary assessment of NFL season <ul><li>US president expresses confidence NFL season will happen</li><li><a href=""https://www.theguardian.com/sport/2020/jun/18/nfl-ncaa-football-season-fauci-coronavirus"">Fauci said Thursday that ‘football may not happen this year’</a></li><li>Trump says he’ll tune out if players don’t stand for anthem</li></ul>",Guardian,absent,positive,0.0,0.0238095238095238,,
Scientists Worry About Political Influence Over Coronavirus Vaccine Project,Scientists Worry About Political Influence Over Coronavirus Vaccine Project Operation Warp Speed has moved along at a rapid clip. But some people involved in the process fear pressure to deliver an October surprise for President Trump.,NYT,positive,positive,0.0555555555555555,0.0277777777777777,,
US surgeon general warns of 'Pearl Harbor moment' as Americans face 'hardest week',"US surgeon general warns of 'Pearl Harbor moment' as Americans face 'hardest week' <ul><li>Trump echoed that idea in a White House briefing, but said there’s ‘a light at the end of the tunnel’</li><li>Jerome Adams reaches for second world war imagery</li><li><a href=""https://www.theguardian.com/world/live/2020/apr/05/coronavirus-us-deaths-trump-latest-news-updates"">Coronavirus – US updates</a><br></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,positive,0.0,0.0188679245283018,,
Donald Trump threatens to fire Anthony Fauci after US election,"Donald Trump threatens to fire Anthony Fauci after US election <p>President plays up to chants of ‘Fire Fauci’ at curfew-breaching Florida rally</p><p><a href=""https://www.theguardian.com/world/live/2020/nov/02/coronavirus-live-news-who-chief-tedros-in-quarantine-as-global-deaths-near-12m"">Coronavirus global updates</a></p>",Guardian,absent,positive,0.0,0.04,,
"Morning mail: Australia signs vaccine deal, Trump attacks Michelle Obama, charity via Zoom","Morning mail: Australia signs vaccine deal, Trump attacks Michelle Obama, charity via Zoom <p><strong>Wednesday</strong>: Australians will get the University of Oxford’s Covid-19 vaccine for free if it clears clinical trials. Plus, electric vehicle sales triple</p>",Guardian,absent,positive,0.0,0.0277777777777777,,
Biden team plan shake-up to get coronavirus shots into US arms,"Biden team plan shake-up to get coronavirus shots into US arms <p>Trump’s Operation Warp Speed led to vaccines in record time but was a communications and logistical ‘failure’, experts say</p>",Guardian,positive,positive,0.064516129032258,0.032258064516129,,
First Thing: Trump 'spooked' by White House Covid-19 cases,"First Thing: Trump 'spooked' by White House Covid-19 cases <p>Anthony Fauci is in quarantine and Mike Pence ‘taking precautions’ after staffers test positive. Plus, the first wave of ‘coronawashing’</p><ul><li><strong><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a></strong></li></ul>",Guardian,absent,positive,0.0,0.024390243902439,,
First Thing: American scientists wade into politics with a Trump rebuke,"First Thing: American scientists wade into politics with a Trump rebuke <p>More than 1,200 have signed a letter urging the president to ‘restore science-based policy in government’. Plus, how Covid-19 could transform European tourism </p><ul><li><a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">Don’t already get First Thing in your inbox? Sign up here</a></li></ul>",Guardian,absent,positive,0.0,0.0212765957446808,,
The US doctors taking Trump’s lead on hydroxychloroquine – despite mixed results,"The US doctors taking Trump’s lead on hydroxychloroquine – despite mixed results <p>The American Association of Physicians and Surgeons, a fringe group, offers advice that isn’t ‘consistent with evidence-based medicine’, experts say</p><ul><li><a href=""https://www.theguardian.com/us-news/series/us-politics-live/latest"">Coronavirus – live US updates</a></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Live global updates</a></li></ul>",Guardian,absent,neutral,0.0,0.0,,
Coronavirus US live: Maryland's Republican governor concerned over Trump's 'mixed messages' – as it happened,"Coronavirus US live: Maryland's Republican governor concerned over Trump's 'mixed messages' – as it happened <ul><li>Trump attacks ‘Noble-Prize’ winning journalists<br></li><li>Cuomo wants to reimagine, not just reopen New York<br></li><li>Dr Deborah Birx declines to criticize Trump’s disinfectant remarks<br></li><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Live global updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li><li>Get a fresh perspective on America – sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k9h3nev6jf6iarbloeae%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fapr%2F25%2Fcoronavirus-us-live-news-donald-trump-updates%22%7D&amp;INTCMP=Impeachment"">contribution</a></li></ul>",Guardian,absent,neutral,0.0,0.0,,
Anthony Fauci denies Trump claim that he misled US public about coronavirus,Anthony Fauci denies Trump claim that he misled US public about coronavirus <ul><li>Health expert says ‘I will just continue to do my job’</li><li>Sinclair TV network pulls segment on Fauci conspiracy theory</li></ul>,Guardian,absent,neutral,0.0,0.0,,
Saturday Night Live: Brad Pitt plays Dr Anthony Fauci in standout virtual episode,"Saturday Night Live: Brad Pitt plays Dr Anthony Fauci in standout virtual episode <p>In SNL cold open, Fauci (Pitt) clears up Trump’s false claims about the coronavirus and Miley Cyrus performs a killer cover of Pink Floyd’s Wish You Were Here</p>",Guardian,absent,neutral,0.0,0.0,,
"Thursday briefing: Trump 'failed to do his job, on purpose'","Thursday briefing: Trump 'failed to do his job, on purpose' <p>Trump’s deadly decision to ‘play down’ coronavirus … call to make misogyny hate crime … and French writer on ‘the right not to like men’</p>",Guardian,negative,absent,-0.0294117647058823,0.0,,
Trump calls Washington Post report on early pandemic warning 'very inaccurate' - as it happened,"Trump calls Washington Post report on early pandemic warning 'very inaccurate' - as it happened <ul><li>Donald Trump says Congress is ‘very close’ on coronavirus legislation</li><li>US closes in on 20,000 cases of Covid-19</li><li><a href=""https://www.theguardian.com/world/live/2020/mar/21/coronavirus-live-updates-deaths-jump-in-spain-and-italy-millions-locked-down-in-us"">Follow global updates live</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
Two new positive cases found in Sydney; Victoria attorney general steps down – as it happened,"Two new positive cases found in Sydney; Victoria attorney general steps down – as it happened <p>Plus: federal government <a href=""https://www.theguardian.com/australia-news/live/2020/dec/16/australian-news-live-flood-nsw-queensland-qld-weather-coronavirus-covid-labor-coalition-malka-leifer?CMP=share_btn_tw&amp;page=with:block-5fd9610b8f08b0a99da974d9#block-5fd9610b8f08b0a99da974d9"">takes China to WTO</a> over barley tariffs, and storm and flood warnings issued for NSW. This blog is now closed</p><ul><li><a href=""https://www.theguardian.com/australia-news/2020/dec/16/nsw-records-new-local-covid-case-raising-questions-over-airline-crew-quarantine"">Aircrew driver tests positive for Covid in NSW</a></li><li><a href=""https://www.theguardian.com/world/live/2020/dec/16/coronavirus-live-news-trump-will-absolutely-encourage-americans-to-take-vaccine-says-press-secretary"">Follow coronavirus global news live</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
Coronavirus economic relief talks resume as McConnell reportedly offers resistance - as it happened,"Coronavirus economic relief talks resume as McConnell reportedly offers resistance - as it happened <ul><li><a href=""https://www.theguardian.com/us-news/live/2020/oct/20/donald-trump-joe-biden-us-elections-debate-coronavirus-covid-19-fauci-live-updates?CMP=share_btn_tw&amp;page=with:block-5f8f143b8f08925a5d5dd6ac#block-5f8f143b8f08925a5d5dd6ac"">House speaker says she’s ‘optimistic’ about reaching a deal</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/oct/20/donald-trump-joe-biden-us-elections-debate-coronavirus-covid-19-fauci-live-updates?page=with:block-5f8e8db48f0898b435917e98#block-5f8e8db48f0898b435917e98"">Americans ‘tired of your lies about this virus’, Biden said of Trump</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/oct/19/donald-trump-joe-biden-coronavirus-covid-19-us-election-live-updates?page=with:block-5f8db0ed8f08d277d177db0a#block-5f8db0ed8f08d277d177db0a"">Trump: ‘People are tired of hearing of Fauci and all these idiots’</a></li><li><a href=""https://www.theguardian.com/us-news/2020/oct/20/trump-barr-special-prosecutor-joe-biden-hunter-biden"">Trump urges Barr to assign prosecutor to investigate Bidens</a></li><li><a href=""https://www.theguardian.com/us-news/2017/feb/22/us-politics-minute-sign-up-email-newsletter-app-notification"">Sign up for Fight to Vote – our weekly US election newsletter</a><br></li></ul>",Guardian,absent,absent,0.0,0.0,,
First Thing: 'A chapter in the book of Washington Covid mismanagement',"First Thing: 'A chapter in the book of Washington Covid mismanagement' <p>Trump’s orders to break the congressional impasse on Covid aid were dismissed – by a Republican – as ‘unconstitutional slop’. Plus, Beavis &amp; Butthead are back</p>",Guardian,negative,absent,-0.0277777777777777,0.0,,
Coronavirus US live: US now has more cases than any other country – as it happened,"Coronavirus US live: US now has more cases than any other country – as it happened <ul><li>US now has 82,404 confirmed cases, according to tracker</li><li><a href=""https://www.theguardian.com/us-news/2020/mar/26/new-york-andrew-cuomo-coronavirus-aid"">New York governor rails at Congress for lack of aid</a></li><li><a href=""https://www.theguardian.com/us-news/2020/mar/26/new-orleans-surviving-katrina-battles-covid-19-coronavirus"">After surviving Katrina, New Orleans battles Covid-19</a></li><li><a href=""https://www.theguardian.com/business/2020/mar/26/us-unemployment-rate-coronavirus-business"">Record 3.3 million Americans file for unemployment</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a><br></li><li>Support the Guardian’s independent journalism. Make a <a href=""https://support.theguardian.com/uk/contribute?acquisitionData=%7B%22source%22%3A%22GUARDIAN_WEB%22%2C%22componentType%22%3A%22ACQUISITIONS_OTHER%22%2C%22componentId%22%3A%22Live_Blog%22%2C%22campaignCode%22%3A%22Impeachment%22%2C%22referrerPageviewId%22%3A%22k88rrrjl98qgo9zv9jh2%22%2C%22referrerUrl%22%3A%22https%3A%2F%2Fwww.theguardian.com%2Fus-news%2Flive%2F2020%2Fmar%2F25%2Fcoronavirus-us-live-trump-news-stimulus-package-deal-senate%22%7D&amp;INTCMP=Impeachment"">contribution</a></li></ul>",Guardian,absent,absent,0.0,0.0,,
Biden and Harris release first public schedule as they begin transition – as it happened,"Biden and Harris release first public schedule as they begin transition – as it happened <ul><li><strong>THIS BLOG IS CLOSED: <a href=""https://www.theguardian.com/us-news/live/2020/nov/09/us-election-joe-biden-transition-donald-trump-coronavirus-covid-kamala-harris-live-news-updates"">Continuing live coverage is now here</a></strong></li><li><a href=""https://www.theguardian.com/us-news/2020/nov/07/joe-biden-wins-us-election-donald-trump-loses-final-result-2020"">Joe Biden wins US election after four tumultuous years of Trump</a></li><li><a href=""https://www.theguardian.com/us-news/ng-interactive/2020/nov/07/us-election-2020-live-results-donald-trump-joe-biden-presidential-votes-pennsylvania-georgia-arizona-nevada"">Trump v Biden – full 2020 results as they come in</a><br></li></ul>",Guardian,absent,absent,0.0,0.0,,
