headline,pub_date,snippet,web_url,word_count,abstract,news_desk,section_name,subsection_name,type_of_material,byline,keywords,outlet,text,pillar_name,type,article_id,month,resp_pos_count,resp_neg_count,resp_norm_pos,resp_norm_neg,resp_net_score,resp_direction,resp_intensity,resp_pos_terms,resp_neg_terms,sci_pos_count,sci_neg_count,sci_norm_pos,sci_norm_neg,sci_net_score,sci_direction,sci_intensity,sci_pos_terms,sci_neg_terms
Global stocks rally on US Covid treatment approval,2020-08-24 16:34:34+00:00,"<p>Shares rise in Europe and Asia after Trump allows use of convalescent plasma</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/business/2020/aug/24/global-stocks-rally-us-covid-treatment-approval-shares-europe-asia-trump-convalescent-plasma,476,"<p>Shares rise in Europe and Asia after Trump allows use of convalescent plasma</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",,Business,,,Richard Partington Economics correspondent,"Stock markets, Shares, FTSE, Business, Coronavirus, Medical research, Money, World news, Trump administration, Science, US news, Investments, US politics, Economics, Economic recovery",Guardian,"Global stocks rally on US Covid treatment approval <p>Shares rise in Europe and Asia after Trump allows use of convalescent plasma</p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",News,article,business/2020/aug/24/global-stocks-rally-us-covid-treatment-approval-shares-europe-asia-trump-convalescent-plasma,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Biden feared 'ideological jihad' from Sanders after primary win,2020-08-24 12:51:40+00:00,"<p>As party seeks to close splits, Obama tells New Yorker: ‘They both want to make sure everybody has healthcare’ </p><ul><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/24/donald-trump-mike-pence-coronavirus-covid-19-republican-national-convention-rnc-us-politics-live"">US politics – live updates</a></li></ul>",https://www.theguardian.com/us-news/2020/aug/24/joe-biden-bernie-sanders-policy-goals-barack-obama,452,"<p>As party seeks to close splits, Obama tells New Yorker: ‘They both want to make sure everybody has healthcare’ </p><ul><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/24/donald-trump-mike-pence-coronavirus-covid-19-republican-national-convention-rnc-us-politics-live"">US politics – live updates</a></li></ul>",,US news,,,Martin Pengelly,"US elections 2020, Joe Biden, Bernie Sanders, US news, US politics, Barack Obama, Democrats",Guardian,"Biden feared 'ideological jihad' from Sanders after primary win <p>As party seeks to close splits, Obama tells New Yorker: ‘They both want to make sure everybody has healthcare’ </p><ul><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/24/donald-trump-mike-pence-coronavirus-covid-19-republican-national-convention-rnc-us-politics-live"">US politics – live updates</a></li></ul>",News,article,us-news/2020/aug/24/joe-biden-bernie-sanders-policy-goals-barack-obama,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Oxford University Covid-19 vaccine firm says it is not in talks with Trump,2020-08-24 12:28:24+00:00,"<p>AstraZeneca insists it has not discussed ‘emergency use authorisation’ with the US <br></p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",https://www.theguardian.com/world/2020/aug/24/oxford-university-covid-19-vaccine-firm-astrazeneca-denies-trump-talks,928,"<p>AstraZeneca insists it has not discussed ‘emergency use authorisation’ with the US <br></p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",,World news,,,Peter Beaumont and Sarah Boseley,"Coronavirus, Vaccines and immunisation, AstraZeneca, UK news, US news, Donald Trump, Pharmaceuticals industry, Infectious diseases, Business, World news, China, Russia, Medical research, Science, Health",Guardian,"Oxford University Covid-19 vaccine firm says it is not in talks with Trump <p>AstraZeneca insists it has not discussed ‘emergency use authorisation’ with the US <br></p><ul><li><a href=""https://www.theguardian.com/world/series/coronavirus-live/latest"">Coronavirus – latest updates</a></li><li><a href=""https://www.theguardian.com/world/coronavirus-outbreak"">See all our coronavirus coverage</a></li></ul>",News,article,world/2020/aug/24/oxford-university-covid-19-vaccine-firm-astrazeneca-denies-trump-talks,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
First Thing: Kellyanne Conway to leave Trump's White House,2020-08-24 09:40:40+00:00,"<p>Long-standing Trump adviser Kellyanne Conway has announced she will leave at the end of August to spend more time with her family. Plus, president authorises use of plasma treatment for coronavirus</p>",https://www.theguardian.com/us-news/2020/aug/24/first-thing-kellyanne-conway-to-leave-donald-trump-white-house,961,"<p>Long-standing Trump adviser Kellyanne Conway has announced she will leave at the end of August to spend more time with her family. Plus, president authorises use of plasma treatment for coronavirus</p>",,US news,,,Molly Blackall,,Guardian,"First Thing: Kellyanne Conway to leave Trump's White House <p>Long-standing Trump adviser Kellyanne Conway has announced she will leave at the end of August to spend more time with her family. Plus, president authorises use of plasma treatment for coronavirus</p>",News,article,us-news/2020/aug/24/first-thing-kellyanne-conway-to-leave-donald-trump-white-house,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"Wave of extremist Republicans run for office, many with Trump's blessing",2020-08-24 08:30:20+00:00,<p>Rightwing Republicans who promote QAnon and conspiracy theories about Covid-19 and Black Lives Matter are increasingly entering politics</p>,https://www.theguardian.com/us-news/2020/aug/24/wave-rightwing-republicans-run-office-trump-blessing-extremist,935,<p>Rightwing Republicans who promote QAnon and conspiracy theories about Covid-19 and Black Lives Matter are increasingly entering politics</p>,,US news,,,Adam Gabbatt,"US elections 2020, Donald Trump, Republicans, US politics, US news",Guardian,"Wave of extremist Republicans run for office, many with Trump's blessing <p>Rightwing Republicans who promote QAnon and conspiracy theories about Covid-19 and Black Lives Matter are increasingly entering politics</p>",News,article,us-news/2020/aug/24/wave-rightwing-republicans-run-office-trump-blessing-extremist,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,1,0.0,34.48275862068965,-0.034482758620689655,negative,0.034482758620689655,,conspiracy theories
Trump announces emergency authorization for coronavirus plasma treatment – as it happened,2020-08-23 22:30:54+00:00,"<ul><li>Convention: Ivanka Trump will speak in personal capacity </li><li><a href=""https://www.theguardian.com/us-news/2020/aug/23/donald-is-cruel-trumps-sister-recorded-saying-president-has-no-principles"">Trump sister criticises president in bombshell secret tapes</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/23/joe-biden-november-election-second-term"">Biden won’t rule out run for second term if elected</a></li><li><a href=""https://www.theguardian.com/commentisfree/2020/aug/23/how-donald-trump-canceled-republican-party-sidney-blumenthal-lincoln"">Opinion: How Donald Trump canceled the Republican party</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live,6616,"<ul><li>Convention: Ivanka Trump will speak in personal capacity </li><li><a href=""https://www.theguardian.com/us-news/2020/aug/23/donald-is-cruel-trumps-sister-recorded-saying-president-has-no-principles"">Trump sister criticises president in bombshell secret tapes</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/23/joe-biden-november-election-second-term"">Biden won’t rule out run for second term if elected</a></li><li><a href=""https://www.theguardian.com/commentisfree/2020/aug/23/how-donald-trump-canceled-republican-party-sidney-blumenthal-lincoln"">Opinion: How Donald Trump canceled the Republican party</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",,US news,,,Bryan Armen Graham (now); Tom Lutz and Martin Pengelly (earlier),"Donald Trump, Trump administration, US elections 2020, US politics, US news, Republicans, Democrats, Joe Biden, Kamala Harris, US Congress, US Senate, House of Representatives, World news, Republican national convention 2020",Guardian,"Trump announces emergency authorization for coronavirus plasma treatment – as it happened <ul><li>Convention: Ivanka Trump will speak in personal capacity </li><li><a href=""https://www.theguardian.com/us-news/2020/aug/23/donald-is-cruel-trumps-sister-recorded-saying-president-has-no-principles"">Trump sister criticises president in bombshell secret tapes</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/23/joe-biden-november-election-second-term"">Biden won’t rule out run for second term if elected</a></li><li><a href=""https://www.theguardian.com/commentisfree/2020/aug/23/how-donald-trump-canceled-republican-party-sidney-blumenthal-lincoln"">Opinion: How Donald Trump canceled the Republican party</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",News,liveblog,us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Coronavirus: Trump authorizes plasma treatment amid attacks on FDA,2020-08-23 22:26:57+00:00,<ul><li>President blamed ‘deep state or whoever’ for slow progress</li><li>Former FDA head hits back after chief of staff repeats claim </li></ul>,https://www.theguardian.com/world/2020/aug/23/coronavirus-donald-trump-plasma-treatment-fda-deep-state-navarro,977,<ul><li>President blamed ‘deep state or whoever’ for slow progress</li><li>Former FDA head hits back after chief of staff repeats claim </li></ul>,,World news,,,Martin Pengelly and agencies,"Coronavirus, Infectious diseases, Science, Medical research, World news, US politics, US news, Donald Trump, Trump administration, US domestic policy",Guardian,Coronavirus: Trump authorizes plasma treatment amid attacks on FDA <ul><li>President blamed ‘deep state or whoever’ for slow progress</li><li>Former FDA head hits back after chief of staff repeats claim </li></ul>,News,article,world/2020/aug/23/coronavirus-donald-trump-plasma-treatment-fda-deep-state-navarro,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
'Donald is cruel': Trump sister criticises president in bombshell secret tapes,2020-08-23 16:07:05+00:00,"<ul><li> Maryanne Trump Barry recorded by niece Mary Trump</li><li>White House decries ‘politics as usual’ and ‘axe to grind’</li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/william-barr-rupert-murdoch-muzzle-andrew-napolitano-fox-news-trump-critic-book"">Barr told Murdoch to ‘muzzle’ Fox News Trump critic – book</a></li></ul>",https://www.theguardian.com/us-news/2020/aug/23/donald-is-cruel-trumps-sister-recorded-saying-president-has-no-principles,910,"<ul><li> Maryanne Trump Barry recorded by niece Mary Trump</li><li>White House decries ‘politics as usual’ and ‘axe to grind’</li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/william-barr-rupert-murdoch-muzzle-andrew-napolitano-fox-news-trump-critic-book"">Barr told Murdoch to ‘muzzle’ Fox News Trump critic – book</a></li></ul>",,US news,,,Amanda Holpuch in New York and agencies,"Donald Trump, Trump administration, US news, US politics, World news, Politics books, Books, Culture",Guardian,"'Donald is cruel': Trump sister criticises president in bombshell secret tapes <ul><li> Maryanne Trump Barry recorded by niece Mary Trump</li><li>White House decries ‘politics as usual’ and ‘axe to grind’</li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/william-barr-rupert-murdoch-muzzle-andrew-napolitano-fox-news-trump-critic-book"">Barr told Murdoch to ‘muzzle’ Fox News Trump critic – book</a></li></ul>",News,article,us-news/2020/aug/23/donald-is-cruel-trumps-sister-recorded-saying-president-has-no-principles,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
"White House says Trump doesn’t know of QAnon, despite his tacit endorsement",2020-08-23 15:48:33+00:00,"<ul><li>Conspiracy theory holds that Trump is fighting a group of ‘global elites’ engaged in ‘satanic cult of pedophiles and cannibals’ <br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/02/qanon-conspiracy-theory-republican-party-candidates"">How QAnon is finding a home in the Republican party</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li></ul>",https://www.theguardian.com/us-news/2020/aug/23/donald-trump-qanon-conspiracy-theory,558,"<ul><li>Conspiracy theory holds that Trump is fighting a group of ‘global elites’ engaged in ‘satanic cult of pedophiles and cannibals’ <br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/02/qanon-conspiracy-theory-republican-party-candidates"">How QAnon is finding a home in the Republican party</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li></ul>",,US news,,,Amanda Holpuch in New York,"QAnon, US news, Donald Trump",Guardian,"White House says Trump doesn’t know of QAnon, despite his tacit endorsement <ul><li>Conspiracy theory holds that Trump is fighting a group of ‘global elites’ engaged in ‘satanic cult of pedophiles and cannibals’ <br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/02/qanon-conspiracy-theory-republican-party-candidates"">How QAnon is finding a home in the Republican party</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li></ul>",News,article,us-news/2020/aug/23/donald-trump-qanon-conspiracy-theory,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,1,0.0,21.27659574468085,-0.02127659574468085,negative,0.02127659574468085,,conspiracy theory
Biden indicates he could run for second term if he beats Trump in November,2020-08-23 14:16:13+00:00,"<ul><li>Biden, 77, will be oldest president ever if he wins election</li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li><li><a href=""https://www.theguardian.com/commentisfree/2020/aug/23/how-donald-trump-canceled-republican-party-sidney-blumenthal-lincoln"">Sidney Blumenthal: How Trump canceled the Republican party</a></li></ul>",https://www.theguardian.com/us-news/2020/aug/23/joe-biden-november-election-second-term,902,"<ul><li>Biden, 77, will be oldest president ever if he wins election</li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li><li><a href=""https://www.theguardian.com/commentisfree/2020/aug/23/how-donald-trump-canceled-republican-party-sidney-blumenthal-lincoln"">Sidney Blumenthal: How Trump canceled the Republican party</a></li></ul>",,US news,,,Martin Pengelly,"US elections 2020, US news, US politics, Joe Biden, Kamala Harris, Donald Trump",Guardian,"Biden indicates he could run for second term if he beats Trump in November <ul><li>Biden, 77, will be oldest president ever if he wins election</li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/23/donald-trump-sister-niece-tapes-biden-harris-coronavirus-us-politics-latest-news-updates-live"">US politics – live coverage</a></li><li><a href=""https://www.theguardian.com/commentisfree/2020/aug/23/how-donald-trump-canceled-republican-party-sidney-blumenthal-lincoln"">Sidney Blumenthal: How Trump canceled the Republican party</a></li></ul>",News,article,us-news/2020/aug/23/joe-biden-november-election-second-term,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Pelosi slams Trump 'deep state' tweet on coronavirus vaccines – as it happened,2020-08-22 21:43:41+00:00,"<ul><li>House speaker calls comment about FDA ‘scary’</li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/michigan-swing-voters-monroe-county-trump-biden"">Michigan: can young voters flip a key county against Trump?</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/katie-hill-interview-book-she-will-rise"">Katie Hill is still here – and she wants the world to know it</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/21/trump-campaign-voter-fraud-pennsylvania"">Trump campaign fails to show evidence of vote-by-mail fraud</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",https://www.theguardian.com/us-news/live/2020/aug/22/us-politics-live-joe-biden-kamala-harris-donald-trump-coronavirus-election-latest-news-updates,5966,"<ul><li>House speaker calls comment about FDA ‘scary’</li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/michigan-swing-voters-monroe-county-trump-biden"">Michigan: can young voters flip a key county against Trump?</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/katie-hill-interview-book-she-will-rise"">Katie Hill is still here – and she wants the world to know it</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/21/trump-campaign-voter-fraud-pennsylvania"">Trump campaign fails to show evidence of vote-by-mail fraud</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",,US news,,,Bryan Armen Graham (now) and Tom Lutz  and Martin Pengelly (earlier),"US politics, US elections 2020, US news, Joe Biden, Kamala Harris, Donald Trump, Trump administration, Coronavirus, US domestic policy, World news, Democrats, Republicans, Republican national convention 2020",Guardian,"Pelosi slams Trump 'deep state' tweet on coronavirus vaccines – as it happened <ul><li>House speaker calls comment about FDA ‘scary’</li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/michigan-swing-voters-monroe-county-trump-biden"">Michigan: can young voters flip a key county against Trump?</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/katie-hill-interview-book-she-will-rise"">Katie Hill is still here – and she wants the world to know it</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/21/trump-campaign-voter-fraud-pennsylvania"">Trump campaign fails to show evidence of vote-by-mail fraud</a></li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a></li></ul>",News,liveblog,us-news/live/2020/aug/22/us-politics-live-joe-biden-kamala-harris-donald-trump-coronavirus-election-latest-news-updates,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
Trump to attend Republican convention as Biden promises coronavirus action,2020-08-22 15:49:17+00:00,"<ul><li>GOP will mount in-person elements despite pandemic</li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/william-barr-rupert-murdoch-muzzle-andrew-napolitano-fox-news-trump-critic-book"">Barr told Murdoch to ‘muzzle’ Fox News Trump critic – book</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/michigan-swing-voters-monroe-county-trump-biden"">Michigan: can young voters flip a key county against Trump?</a></li></ul>",https://www.theguardian.com/us-news/2020/aug/22/republican-national-convention-trump-north-carolina,840,"<ul><li>GOP will mount in-person elements despite pandemic</li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/william-barr-rupert-murdoch-muzzle-andrew-napolitano-fox-news-trump-critic-book"">Barr told Murdoch to ‘muzzle’ Fox News Trump critic – book</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/michigan-swing-voters-monroe-county-trump-biden"">Michigan: can young voters flip a key county against Trump?</a></li></ul>",,US news,,,Oliver Milman and Martin Pengelly,"Republican national convention 2020, US elections 2020, Donald Trump, Republicans, Trump administration, Coronavirus, US politics, US news, Democratic national convention 2020",Guardian,"Trump to attend Republican convention as Biden promises coronavirus action <ul><li>GOP will mount in-person elements despite pandemic</li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/william-barr-rupert-murdoch-muzzle-andrew-napolitano-fox-news-trump-critic-book"">Barr told Murdoch to ‘muzzle’ Fox News Trump critic – book</a></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/22/michigan-swing-voters-monroe-county-trump-biden"">Michigan: can young voters flip a key county against Trump?</a></li></ul>",News,article,us-news/2020/aug/22/republican-national-convention-trump-north-carolina,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
USPS chief Louis DeJoy says he won't restore mail-sorting machines ahead of election – as it happened,2020-08-22 00:11:30+00:00,"<ul><li><a href=""https://www.theguardian.com/us-news/2020/aug/21/usps-louis-dejoy-senate-hearing-mail-in-voting"">Postmaster general concedes changes causing mail delays</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/21/joe-biden-donald-trump-steve-bannon-coronavirus-covid-19-usps-louis-dejoy-us-politics-live?page=with:block-5f4011368f08c26134251101#block-5f4011368f08c26134251101"">Bannon dismisses fraud charges as ‘political hit job’</a><br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/20/california-wildfires-latest-lightning-fire-bay-area"">Firefighters stretched thin as California blazes grow rapidly</a><br></li><li>1,042 new Covid-19 deaths and 46,029 new cases in US yesterday</li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",https://www.theguardian.com/us-news/live/2020/aug/21/joe-biden-donald-trump-steve-bannon-coronavirus-covid-19-usps-louis-dejoy-us-politics-live,9684,"<ul><li><a href=""https://www.theguardian.com/us-news/2020/aug/21/usps-louis-dejoy-senate-hearing-mail-in-voting"">Postmaster general concedes changes causing mail delays</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/21/joe-biden-donald-trump-steve-bannon-coronavirus-covid-19-usps-louis-dejoy-us-politics-live?page=with:block-5f4011368f08c26134251101#block-5f4011368f08c26134251101"">Bannon dismisses fraud charges as ‘political hit job’</a><br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/20/california-wildfires-latest-lightning-fire-bay-area"">Firefighters stretched thin as California blazes grow rapidly</a><br></li><li>1,042 new Covid-19 deaths and 46,029 new cases in US yesterday</li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",,US news,,,"Lois Beckett (now) and Joan E Greve, Daniel Strauss and Martin Belam (earlier)","US politics, US Postal Service, US elections 2020, Joe Biden, Donald Trump, Democrats, Republicans, Democratic national convention 2020, US news, World news",Guardian,"USPS chief Louis DeJoy says he won't restore mail-sorting machines ahead of election – as it happened <ul><li><a href=""https://www.theguardian.com/us-news/2020/aug/21/usps-louis-dejoy-senate-hearing-mail-in-voting"">Postmaster general concedes changes causing mail delays</a></li><li><a href=""https://www.theguardian.com/us-news/live/2020/aug/21/joe-biden-donald-trump-steve-bannon-coronavirus-covid-19-usps-louis-dejoy-us-politics-live?page=with:block-5f4011368f08c26134251101#block-5f4011368f08c26134251101"">Bannon dismisses fraud charges as ‘political hit job’</a><br></li><li><a href=""https://www.theguardian.com/us-news/2020/aug/20/california-wildfires-latest-lightning-fire-bay-area"">Firefighters stretched thin as California blazes grow rapidly</a><br></li><li>1,042 new Covid-19 deaths and 46,029 new cases in US yesterday</li><li>Sign up to our <a href=""https://www.theguardian.com/info/2018/sep/17/guardian-us-morning-briefing-sign-up-to-stay-informed"">First Thing newsletter</a><br></li></ul>",News,liveblog,us-news/live/2020/aug/21/joe-biden-donald-trump-steve-bannon-coronavirus-covid-19-usps-louis-dejoy-us-politics-live,2020-08,0,0,0.0,0.0,0.0,absent,0.0,,,0,0,0.0,0.0,0.0,absent,0.0,,
